Familia profesional,Nivel Ciclo Formativo,Ciclo Formativo,Unidades de competencia acreditadas,Módulos profesionales convalidables
Hostelería y Turismo,CFGM,Técnico en Servicios en Restauración,"UC0711_2: Actuar bajo normas de seguridad, higiene y protección ambiental en hostelería.",0031. Seguridad e higiene en la manipulación de alimentos.
Hostelería y Turismo,CFGM,Técnico en Servicios en Restauración,"UC9998_2: Comunicarse en lengua inglesa con un nivel de usuario básico (A2), según el marco común europeo de referencia para las lenguas, en el ámbito profesional.",0156. Inglés profesional (GM).
Hostelería y Turismo,CFGS,Técnico Superior en Agencias de Viajes y Gestión de Eventos,"UC9999_3: Comunicarse en lengua inglesa con un nivel de usuario independiente (B1), según el marco común europeo de referencia para las lenguas, en el ámbito profesional.",0179. Inglés profesional (GS).
Hostelería y Turismo,CFGS,Técnico Superior en Agencias de Viajes y Gestión de Eventos,"UC9997_3: Comunicarse en una segunda lengua extranjera distinta del inglés con un nivel de usuario independiente (B1), según el marco común europeo de referencia para las lenguas, en el ámbito profesional.",0180. Segunda lengua extranjera.
Hostelería y Turismo,CFGS,Técnico Superior en Agencias de Viajes y Gestión de Eventos,UC1056_3: Gestionar servicios de hostelería y turismo en la realización de eventos.,0172. Protocolo y relaciones públicas.
Hostelería y Turismo,CFGS,Técnico Superior en Agencias de Viajes y Gestión de Eventos,UC1074_3: Gestionar información turística.,0173. Marketing turístico.
Hostelería y Turismo,CFGS,Técnico Superior en Agencias de Viajes y Gestión de Eventos,"UC2579_3: Prestar servicios de guía, acompañamiento y asistencia en actividades vinculadas a la divulgación del patrimonio y Bienes de Interés Cultural en entornos urbanos a turistas.
UC2580_3: Prestar servicios de guía, acompañamiento y asistencia en actividades vinculadas a la divulgación del patrimonio y Bienes de Interés Cultural en parques, jardines y entornos naturales urbanos a turistas.",0384. Recursos turísticos.
Hostelería y Turismo,CFGS,Técnico Superior en Agencias de Viajes y Gestión de Eventos,"UC1055_3: Operar viajes combinados, excursiones y traslados en turismo.",0397. Gestión de productos turísticos.
Hostelería y Turismo,CFGS,Técnico Superior en Agencias de Viajes y Gestión de Eventos,UC2567_3: Gestionar la venta y desarrollo económico-administrativo de productos turísticos en agencia de viajes.,0398. Venta de servicios turísticos.
Hostelería y Turismo,CFGS,Técnico Superior en Agencias de Viajes y Gestión de Eventos,"UC2567_3: Gestionar la venta y desarrollo económico-administrativo de productos turísticos en agencia de viajes.
UC0268_3: Gestionar unidades de información y distribución turísticas.",0399. Dirección de entidades de intermediación turística.
Hostelería y Turismo,CFGS,Técnico Superior en Dirección de Cocina,"UC2282_3: Dirigir los procesos de elaboración y presentación de los platos que componen la oferta gastronómica del establecimiento.
UC2280_3: Diseñar ofertas gastronómicas en términos de menús, cartas o análogos.","0497. Procesos de preelaboración y conservación en cocina.
0499. Procesos de elaboración culinaria.
0498. Elaboraciones de pastelería y repostería en cocina."
Hostelería y Turismo,CFGS,Técnico Superior en Dirección de Cocina,"UC2280_3: Diseñar ofertas gastronómicas en términos de menús, cartas o análogos.
UC1064_3: Gestionar procesos de aprovisionamiento en restauración.",0496. Control del aprovisionamiento de materias primas.
Hostelería y Turismo,CFGS,Técnico Superior en Dirección de Cocina,UC2281_3: Gestionar unidades de producción culinaria.,0500. Gestión de la producción en cocina.
Hostelería y Turismo,CFGS,Técnico Superior en Dirección de Cocina,UC1104_3: Gestionar y dirigir departamentos de servicio de restauración.,0504. Recursos humanos y dirección de equipos en restauración.
Hostelería y Turismo,CFGS,Técnico Superior en Dirección de Cocina,"UC1104_3: Gestionar y dirigir departamentos de servicio de restauración.
UC2280_3: Diseñar ofertas gastronómicas en términos de menús, cartas o análogos.",0503. Gestión administrativa y comercial en restauración.
Hostelería y Turismo,CFGS,Técnico Superior en Dirección de Cocina,"UC9999_3: Comunicarse en lengua inglesa con un nivel de usuario independiente (B1), según el marco común europeo de referencia para las lenguas, en el ámbito profesional.",0179. Inglés profesional (GS).
Hostelería y Turismo,CFGS,Técnico Superior en Dirección de Servicios de Restauración,"UC2282_3: Dirigir los procesos de elaboración y presentación de los platos que componen la oferta gastronómica del establecimiento.
UC2280_3: Diseñar ofertas gastronómicas en términos de menús, cartas o análogos.","0497. Procesos de preelaboración y conservación en cocina.
0499. Procesos de elaboración culinaria.
0498. Elaboraciones de pastelería y repostería en cocina."
Hostelería y Turismo,CFGS,Técnico Superior en Dirección de Servicios de Restauración,"UC2280_3: Diseñar ofertas gastronómicas en términos de menús, cartas o análogos.
UC1064_3: Gestionar procesos de aprovisionamiento en restauración.",0496. Control del aprovisionamiento de materias primas.
Hostelería y Turismo,CFGS,Técnico Superior en Dirección de Servicios de Restauración,UC2281_3: Gestionar unidades de producción culinaria.,0500. Gestión de la producción en cocina.
Hostelería y Turismo,CFGS,Técnico Superior en Dirección de Servicios de Restauración,UC1104_3: Gestionar y dirigir departamentos de servicio de restauración.,0504. Recursos humanos y dirección de equipos en restauración.
Hostelería y Turismo,CFGS,Técnico Superior en Dirección de Servicios de Restauración,"UC1104_3: Gestionar y dirigir departamentos de servicio de restauración.
UC2280_3: Diseñar ofertas gastronómicas en términos de menús, cartas o análogos.",0503. Gestión administrativa y comercial en restauración.
Hostelería y Turismo,CFGS,Técnico Superior en Dirección de Servicios de Restauración,"UC9999_3: Comunicarse en lengua inglesa con un nivel de usuario independiente (B1), según el marco común europeo de referencia para las lenguas, en el ámbito profesional.",0179. Inglés profesional (GS).
Hostelería y Turismo,CFGS,Técnico Superior en Gestión de Alojamientos Turísticos,UC0263_3: Participar en el desarrollo de acciones comerciales y reservas.,0173. Marketing turístico.
Hostelería y Turismo,CFGS,Técnico Superior en Gestión de Alojamientos Turísticos,UC0264_3: Realizar las actividades propias de la recepción.,"0176. Recepción y reservas.
0172. Protocolo y relaciones públicas."
Hostelería y Turismo,CFGS,Técnico Superior en Gestión de Alojamientos Turísticos,UC0265_3: Gestionar departamentos del área de alojamiento.,"0176. Recepción y reservas.
0175. Gestión del departamento de pisos."
Hostelería y Turismo,CFGS,Técnico Superior en Gestión de Alojamientos Turísticos,UC1067_3: Definir y organizar los procesos del departamento de pisos y prestar atención al cliente.,"0175. Gestión del departamento de pisos.
0172. Protocolo y relaciones públicas."
Hostelería y Turismo,CFGS,Técnico Superior en Gestión de Alojamientos Turísticos,UC1068_3: Supervisar los procesos del departamento de pisos.,0175. Gestión del departamento de pisos.
Hostelería y Turismo,CFGS,Técnico Superior en Gestión de Alojamientos Turísticos,"UC9999_3: Comunicarse en lengua inglesa con un nivel de usuario independiente (B1), según el marco común europeo de referencia para las lenguas, en el ámbito profesional",0179. Inglés profesional (GS).
Hostelería y Turismo,CFGS,"Técnico Superior en Guía, Información y Asistencias Turísticas","UC2579_3: Prestar servicios de guía, acompañamiento y asistencia en actividades vinculadas a la divulgación del patrimonio y Bienes de Interés Cultural en entornos urbanos a turistas.
UC2580_3: Prestar servicios de guía, acompañamiento y asistencia en actividades vinculadas a la divulgación del patrimonio y Bienes de Interés Cultural en parques, jardines y entornos naturales urbanos a turistas.",0384. Recursos turísticos.
Hostelería y Turismo,CFGS,"Técnico Superior en Guía, Información y Asistencias Turísticas","UC2579_3: Prestar servicios de guía, acompañamiento y asistencia en actividades vinculadas a la divulgación del patrimonio y Bienes de Interés Cultural en entornos urbanos a turistas.
UC2580_3: Prestar servicios de guía, acompañamiento y asistencia en actividades vinculadas a la divulgación del patrimonio y Bienes de Interés Cultural en parques, jardines y entornos naturales urbanos a turistas.",0386. Procesos de guía y asistencia turística.
Hostelería y Turismo,CFGS,"Técnico Superior en Guía, Información y Asistencias Turísticas",UC1056_3: Gestionar servicios de hostelería y turismo en la realización de eventos.,0172. Protocolo y relaciones públicas.
Hostelería y Turismo,CFGS,"Técnico Superior en Guía, Información y Asistencias Turísticas","UC9999_3: Comunicarse en lengua inglesa con un nivel de usuario independiente (B1), según el marco común europeo de referencia para las lenguas, en el ámbito profesional.",0179. Inglés profesional (GS).
Hostelería y Turismo,CFGS,"Técnico Superior en Guía, Información y Asistencias Turísticas","UC9997_3: Comunicarse en una segunda lengua extranjera distinta del inglés con un nivel de usuario independiente (B1), según el marco común europeo de referencia para las lenguas, en el ámbito profesional.",0180. Segunda lengua extranjera.
Hostelería y Turismo,CFGS,"Técnico Superior en Guía, Información y Asistencias Turísticas",UC1074_3: Gestionar información turística.,0173. Marketing turístico.
Hostelería y Turismo,CFGS,"Técnico Superior en Guía, Información y Asistencias Turísticas","UC1075_3: Crear, promocionar y gestionar servicios y productos turísticos locales.",0387. Diseño de productos turísticos.
Hostelería y Turismo,CFGS,"Técnico Superior en Guía, Información y Asistencias Turísticas",UC0268_3: Gestionar unidades de información y distribución turísticas.,0385. Servicios de información turística.
Imagen Personal,CFGM,Técnico en Estética y Belleza,"UC0354_2: Atender al cliente del servicio estético de higiene, depilación y maquillaje.
UC2297_2: Depilar por procedimientos mecánicos y decolorar el vello.",0635. Depilación mecánica y decoloración del vello.
Imagen Personal,CFGM,Técnico en Estética y Belleza,UC0355_2: Aplicar técnicas estéticas de higiene e hidratación facial y corporal.,0633. Técnicas de higiene facial y corporal.
Imagen Personal,CFGM,Técnico en Estética y Belleza,UC0065_2: Mejorar la armonía del rostro con estilos de maquillaje social.,0634. Maquillaje.
Imagen Personal,CFGM,Técnico en Estética y Belleza,UC0358_2: Elaborar y aplicar uñas artificiales.,0637. Técnicas de uñas artificiales.
Imagen Personal,CFGM,Técnico en Estética y Belleza,"UC2826_2: Aplicar técnicas estéticas de manicura y pedicura.
UC0359_2: Realizar tratamientos estéticos de manos y pies.",0636. Estética de manos y pies.
Imagen Personal,CFGM,Técnico en Estética y Belleza,UC0352_2: Vender productos y servicios para la Imagen Personal.,0643. Marketing y venta en imagen personal.
Imagen Personal,CFGM,Técnico en Estética y Belleza,"UC0354_2: Atender al cliente del servicio estético de higiene, depilación y maquillaje.
UC0356_2: Atender al cliente del servicio estético de manos y pies en condiciones de seguridad, higiene y salud.","0638. Análisis estético.
0641. Cosmetología para estética y belleza."
Imagen Personal,CFGM,Técnico en Peluquería y Cosmética Capilar,"UC0349_2: Realizar cambios de forma temporal en el cabello, peinarlo y/o recogerlo.
UC0058_1: Preparar los equipos y lavar y acondicionar el cabello y cuero cabelludo.",0842. Peinados y recogidos.
Imagen Personal,CFGM,Técnico en Peluquería y Cosmética Capilar,"UC2685_2: Realizar técnicas de corte del cabello.
UC2686_2: Realizar técnicas de barbería.",0845. Técnicas de corte de cabello.
Imagen Personal,CFGM,Técnico en Peluquería y Cosmética Capilar,"UC0357_2: Aplicar técnicas estéticas para cuidar y embellecer las uñas.
UC2826_2: Aplicar técnicas estéticas de manicura y pedicura.",0636. Estética de manos y pies.
Imagen Personal,CFGM,Técnico en Peluquería y Cosmética Capilar,UC0348_2: Realizar cambios de coloración total o parcial en el cabello y pelo del rostro.,0843. Coloración capilar.
Imagen Personal,CFGM,Técnico en Peluquería y Cosmética Capilar,UC0350_2: Realizar cambios de forma permanente en el cabello.,0846. Cambios de forma permanente del cabello.
Imagen Personal,CFGM,Técnico en Peluquería y Cosmética Capilar,UC0352_2: Vender productos y servicios para la Imagen Personal.,0643. Marketing y venta en imagen personal.
